processor.unlocked_processor,display.screen_type,camera.rear-facing_camera,general.model_family,storage.emmc_capacity,storage.hard_drive_capacity,included.optical_drive_type,connectivity.ethernet_card,connectivity.number_of_usb-c_charging_ports,connectivity.number_of_usb-a_charging_ports,certifications_&_listings.epeat_qualified,features.audio_technology,connectivity.number_of_usb_ports_(total),processor.cpu_base_clock_frequency,features.windows_features,key_specs.operating_system,"expansion.number_of_internal_2.5""_bays",compatibility.voice_assistant_built-in,key_specs.total_storage_capacity,storage.hard_drive_rpm,power.battery_life_(up_to),key_specs.voice_assistant_built-in,processor.number_of_cpu_cores,processor.l2_cache,features.stylus_dock,power.battery_cells,storage.solid_state_drive_interface,cooling.number_of_cpu_cooling_fans,timestamp,key_specs.brightness,dimensions.product_weight,connectivity.bluetooth_version,general.product_name,features.media_card_reader,display.screen_resolution,processor.number_of_cpu_threads,features.media_card_slot,connectivity.usb_ports,camera.rear_facing_camera_video_resolution,processor.processor_model_number,connectivity.gps_enabled,review_count,memory.number_of_memory_slots,dimensions.product_height,display.synchronization_technology,key_specs.2-in-1_design,power.power_supply_maximum_wattage,connectivity.compatible_wireless_standard(s),processor.processor_brand,camera.front-facing_camera,processor.l1_cache,camera.built-in_microphone,key_specs.cpu_base_clock_frequency,power.battery_capacity,cooling.number_of_gpu_cooling_fans,power.charging_interface(s),graphics.gpu_brand,dimension.product_weight,certifications_&_listings.epeat_level,key_specs.screen_type,connectivity.wireless_standard,display.brightness,included.included_software,key_specs.touch_screen,storage.total_storage_capacity,key_specs.screen_size,display.color_gamut_(ntsc),display.screen_size,storage.hard_drive_interface,cooling.cpu_cooling_system,dimensions.product_width,features.speaker_type,display.refresh_rate,connectivity.headphone_jack,key_specs.works_with,expansion.number_of_m.2_slots,warranty.manufacturer's_warranty_-_parts,features.windows_ai,connectivity.display_connector(s),display.high_dynamic_range_(hdr),storage.solid_state_drive_capacity,power.battery_type,price,connectivity.number_of_displayport_outputs_(total),key_specs.display_connector(s),graphics.number_of_gpu_cores,in_stock,memory.system_memory_ram_speed,general.brand,features.chrome_features,product_title,compatibility.operating_system,key_specs.wireless_connectivity,dimensions.product_depth,processor.processor_model,key_specs.processor_model,features.mac_features,warranty.manufacturer's_warranty_-_labor,graphics.advanced_graphics_rendering_technique(s),dimension.product_depth,key_specs.screen_resolution,features.keyboard_technology,connectivity.number_of_vga_ports,display.stylus_input,key_specs.battery_type,cooling.gpu_cooling_system,dimension.product_height,other.upc,general.color_category,key_specs.refresh_rate,power.power_supply_input,features.2-in-1_design,features.backlit_keyboard,storage.storage_type,included.stylus_included,display.color_gamut_(standard_rgb),key_specs.system_memory_(ram),key_specs.battery_life_(up_to),features.cable_lock_slot,memory.system_memory_(ram),dimension.product_width,key_specs.backlit_keyboard,general.model_number,connectivity.number_of_ethernet_ports,graphics.gpu_boost_clock_frequency,graphics.gpu_video_memory_type_(ram),connectivity.wireless_connectivity,display.display_surface,compatibility.operating_system_compatibility,key_specs.storage_type,features.gps_enabled,key_specs.graphics,display.display_type,connectivity.number_of_usb_type_c_charging_ports,connectivity.network_connectivity,memory.number_of_memory_sticks_included,graphics.unlocked_gpu,connectivity.data_plan_required,features.keyboard_included,processor.neural_processing_unit_(npu),storage.hard_drive_accelerator,memory.system_memory_ram_expandable_to,camera.front_facing_camera_video_resolution,connectivity.microphone_input,url,processor.maximum_npu_performance,compatibility.works_with,features.casing_material,features.customizable_case_lighting,camera.rear_facing_camera_megapixels,included.numeric_keypad,rating_average,graphics.gpu_video_memory_(ram),features.customizable_keyboard_lighting,features.foldable_screen,processor.cpu_cache_memory_level,features.touchpad_type,general.color,graphics.gpu_base_clock_frequency,key_specs.security_features,connectivity.wireless_networking_standard,processor.l3_cache,image_src,graphics.graphics,general.year_of_release,memory.expandable_memory_compatibility,camera.front_facing_camera_megapixels,processor.cpu_boost_clock_frequency,compatibility.operating_system_architecture,connectivity.number_of_thunderbolt_ports_(total),connectivity.displayport_over_usb-c,connectivity.number_of_hdmi_outputs_(total),graphics.graphics_type,features.security_features,memory.type_of_memory_(ram),certifications_&_listings.energy_star_certified,display.touch_screen
,PixelSense,,,,,None,,,,Yes,Omnisonic Speakers with Dolby Atmos,2,3.4 gigahertz,,,,No,1000 gigabytes,,17 hours,,,,None,,,,2024-12-05 04:31:05,400 nits,3.44 pounds,,GSRF Surface Laptop 5 – 15” Touch Screen – Intel Evo Platform Core i7 – 32GB Memory – 1TB SSD,No,2256 x 1504,,,1 x USB-A 3.1,,1255U,,Be the first to write a review,0,0.58 inches,,No,,,Intel,Yes,,Yes,3.4 gigahertz,,,,Intel,,Gold,PixelSense,AX,400 nits,"Windows 11 Home, Preloaded Microsoft 365 Apps, Microsoft 365 Family 30-day trial, Xbox Game Pass Ultimate 30-day trial",Yes,1000 gigabytes,15 inches,,15 inches,,Air,13.4 inches,Omnisonic Speakers,60Mhz,Yes,,,90 days,,1 x Thunderbolt 4,,1000 gigabytes,Lithium-ion,"$1,519.99Your price for this item is $1,519.99",0,1 x Thunderbolt 4,,No,,Microsoft,,Microsoft - GSRF Surface Laptop 5 – 15” Touch Screen – Intel Evo Platform Core i7 – 32GB Memory – 1TB SSD - Black,Windows 11 Home,,9.6 inches,Intel 12th Generation Core i7 Evo Platform,Intel 12th Generation Core i7 Evo Platform,,90 days,,,2256 x 1504,,0,Built for Windows Ink (Active),Lithium-ion,,,400065615094,Black,60Mhz,,No,Yes,SSD,No,,32 gigabytes,17 hours,None,32 gigabytes,,Yes,GSRF RKL-00001,0,,,"Bluetooth, Wi-Fi",,,SSD,,Intel Iris Xe Graphics,LCD,,,0,,,,,,,720p,Yes,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-15-touch-screen-intel-evo-platform-core-i7-32gb-memory-1tb-ssd-black/6561509.p?skuId=6561509,,Cortana,Aluminum,No,,No,,,No,No,,Multi-touch,Black,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6517/6517646_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2022,,,,,1,,0,Integrated,Facial recognition,LPDDR5X,Yes,Yes
,,,,,,,,,,No,,,,,,,,512 gigabytes,,,,,,,,,,2024-12-05 04:31:11,,3.9 pounds,,"HP Zbook 15U G5 Laptop, Intel i7-8650U 1.90GHz, 32GB RAM, 512GB SSD  Windows 10 Pro-64 - Refurbished",,1920 x 1080 (Full HD),,,,,Core i7-8650U,,Be the first to write a review,,,,,,,Intel,Yes,,,,,,,Intel,,,,,,,No,512 gigabytes,15.6 inches,,15.6 inches,,,,,,,,,18 Months,,1 x HDMI,,512 gigabytes,Lithium-ion,$389.99Your price for this item is $389.99,,1 x HDMI,,No,,HP,,"HP Zbook 15U G5 Laptop, Intel i7-8650U 1.90GHz, 32GB RAM, 512GB SSD  Windows 10 Pro-64 - Refurbished - Gray",Windows 10 Pro,,,Intel 8th Generation Core i7,Intel 8th Generation Core i7,,18 Months,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840415224260,Gray,,,,No,SSD,,,32 gigabytes,,,32 gigabytes,,No,HP.15UG5.I7.8650U.32.512.W10P,,,,,,,SSD,,Intel Graphics,,,,,,,,,,,,,https://www.bestbuy.com/site/hp-zbook-15u-g5-laptop-intel-i7-8650u-1-90ghz-32gb-ram-512gb-ssd-windows-10-pro-64-refurbished-gray/6598987.p?skuId=6598987,,,,,,,,,,,,,Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/3ccccd95-f81d-433a-bed3-f2f7b599dde3.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2018,,,,,,,,Integrated,,DDR4,No,No
,,,,,,,,,,Yes,,2,2.7 gigahertz,,,,,256 gigabytes,,,,,,,,,,2024-12-05 04:31:18,,3.48 pounds,,"Geek Squad Certified Refurbished MacBook Pro with Retina display - 13.3"" Display - 8GB Memory - 256GB Flash Storage",Yes,2560 x 1600 (Retina),,,2 x USB-C 3.0,,Not provided,,Be the first to write a review,,0.71 inches,,,,,Intel,Yes,,,2.7 gigahertz,,,,Intel,,Gold,,AC,,,No,256 gigabytes,13.3 inches,,13.3 inches,,,12.35 inches,,,,,,90 days,,"2 x Thunderbolt 3, 1 x HDMI",,,Lithium-polymer,$189.99Your price for this item is $189.99,0,"2 x Thunderbolt 3, 1 x HDMI",,No,,Apple,,"Apple - Geek Squad Certified Refurbished MacBook Pro with Retina display - 13.3"" Display - 8GB Memory - 256GB Flash Storage - Silver",Mac OS,,8.62 inches,Intel 5th Generation Core i5,Intel 5th Generation Core i5,,90 days,,,2560 x 1600 (Retina),,,,Lithium-polymer,,,400065493029,Silver,,,,Yes,UFS,,,8 gigabytes,,,8 gigabytes,,Yes,3PL GSRF MF840LL/A,0,,,"Wi-Fi, NFC, Bluetooth",,,UFS,,Intel Iris Graphics 6100,,,,,,,,,,0 gigabytes,,,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-with-retina-display-13-3-display-8gb-memory-256gb-flash-storage-silver/6549302.p?skuId=6549302,,,,,,,,,,,,Multi-touch,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6549/6549302_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Graphics 6100,2015,,,,,2,,1,Integrated,,DDR3L,Yes,No
,,,,,,None,10/100/1000,,,Yes,Stereo speakers with HD range,4,2.9 gigahertz,,,,Siri,512 gigabytes,,10 hours,,,,None,,,,2024-12-05 04:31:25,,4.02 pounds,,"Geek Squad Certified Refurbished MacBook Pro®  - 15"" Display - Intel Core i7 - 16 GB Memory - 512GB Flash Storage",Yes,2880 x 1800 (Retina),,,3 x USB-C 3.1,,Not provided,,(18 Reviews),,0.61 inches,,No,,,Intel,Yes,,,2.9 gigahertz,,,,AMD Radeon,,Gold,,AC,,,No,512 gigabytes,15.4 inches,,15.4 inches,,Air,13.75 inches,Stereo Speakers,,,,,90 days,,4 x Thunderbolt 3,,512 gigabytes,Lithium-polymer,$499.99Your price for this item is $499.99,1,4 x Thunderbolt 3,,No,,Apple,,"Apple - Geek Squad Certified Refurbished MacBook Pro®  - 15"" Display - Intel Core i7 - 16 GB Memory - 512GB Flash Storage - Space Gray",Mac OS,,9.48 inches,Intel 7th Generation Core i7,Intel 7th Generation Core i7,"Force touch trackpad, Siri, Touch ID sensor",90 days,,,2880 x 1800 (Retina),,,,Lithium-polymer,,,400065302086,Gray,,,No,Yes,SSD,No,,16 gigabytes,10 hours,None,16 gigabytes,,Yes,GSRF MPTT2LL/A,0,,,Wi-Fi,,,SSD,,AMD Radeon Pro 560,LED,,,,,,,,,,,,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-15-display-intel-core-i7-16-gb-memory-512gb-flash-storage-space-gray/6530208.p?skuId=6530208,,,Aluminum,,,No,4.2,,No,,,Gesture,Space Gray,,,Wi-Fi 5,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6530/6530208_sd.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon Pro 560,2017,,,,,4,,0,Dedicated,,LPDDR3,Yes,No
,PixelSense,Yes,Microsoft Surface Pro 8,,,,,,,Yes,,,,,Windows 11 Home,,Cortana,256 gigabytes,,16 hours,Cortana,,,None,,,,2024-12-05 04:31:31,,,5.1,Refurbished Surface Pro 8 – 13” Touch Screen – Intel Evo platform Core i7 – 16GB Memory – 256GB SSD – Device Only,,2880 x 1920,,,,1080p,,No,Be the first to write a review,,,,Yes,,Wireless-AX,Intel,Yes,,Yes,,6626 milliampere hours,,Proprietary,,31.42 ounces,Gold,,,,"Windows 11 Home, Preloaded Microsoft 365 Apps⁴, Microsoft 365 Family 30-day trial⁵, Preloaded Xbox App⁵, Xbox Game Pass Ultimate one month trial³",,256 gigabytes,13 inches,,13 inches,,,,,,Yes,Cortana,,90 days,,,No,,Lithium-ion,$719.99Your price for this item is $719.99,,,,No,,Microsoft,,Microsoft - Refurbished Surface Pro 8 – 13” Touch Screen – Intel Evo platform Core i7 – 16GB Memory – 256GB SSD – Device Only - Graphite,Windows 11 Home,"Bluetooth, Wi-Fi",,Intel 11th Gen Core i7-1185G7,Intel 11th Gen Core i7-1185G7,,90 days,,8.2 inches,2880 x 1920,,,Built for Windows Ink (Active),Lithium-ion,,0.37 inches,400065829545,Gray,,,Yes,,,No,,,,,16 gigabytes,11.3 inches,,GSRF 8PV-00017,,,,"Bluetooth, Wi-Fi",,Windows,,,,LCD,,None,,,,No,,,,1080p,,https://www.bestbuy.com/site/microsoft-refurbished-surface-pro-8-13-touch-screen-intel-evo-platform-core-i7-16gb-memory-256gb-ssd-device-only-graphite/6582954.p?skuId=6582954,,Cortana,,,10 megapixels,,,,,,,,Graphite,,Facial recognition,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/e22ea371-1ede-4488-af66-abb9396d9786.jpg;maxHeight=640;maxWidth=550;format=webp,,2021,None,5 megapixels,,,,,,,Facial recognition,LPDDR4X,,
,PixelSense,,,,,None,,,,Yes,Omnisonic Speakers with Dolby Atmos,2,3.3 gigahertz,,,,No,2000 gigabytes,,18 hours,,4-core (quad-core),,None,,,,2024-12-05 04:31:38,487 nits,4 pounds,,GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i7 -32GB Memory – NVIDIA GeForce RTX 3050 Ti - 2TB SSD,No,2400 x 1600,,,2 x USB-A,,11370H,,(2 Reviews),0,0.74 inches,,Yes,,,Intel,Yes,,Yes,3.3 gigahertz,,,,NVIDIA,,Gold,PixelSense,AX,487 nits,"Windows 11 Home, Preloaded Microsoft 365 Apps⁹, Microsoft 365 Family 30-day trial, Preloaded Xbox App⁸, Xbox Game Pass Ultimate one month trial",Yes,2000 gigabytes,14.4 inches,,14.4 inches,,Air,12.72 inches,Quad Omnisonic speakers with Dolby Atmos,120Hz,Yes,,,90 days,,1 x Thunderbolt 4,,2000 gigabytes,Lithium-ion,"$1,499.99Your price for this item is $1,499.99",0,1 x Thunderbolt 4,,No,,Microsoft,,Microsoft - GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i7 -32GB Memory – NVIDIA GeForce RTX 3050 Ti - 2TB SSD - Platinum,Windows 11 Home,,8.98 inches,Intel 11th Generation Core i7,Intel 11th Generation Core i7,,90 days,,,2400 x 1600,,0,Built for Windows Ink (Active),Lithium-ion,,,400065610686,Silver,120Hz,,Yes,Yes,SSD,No,,32 gigabytes,18 hours,None,32 gigabytes,,Yes,GSRF AI2-00001,0,,,Wi-Fi,,,SSD,,NVIDIA GeForce RTX 3050 Ti,LCD,,,0,,,,,,,1080p,Yes,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-studio-14-4-touch-screen-intel-core-i7-32gb-memory-nvidia-geforce-rtx-3050-ti-2tb-ssd-platinum/6561068.p?skuId=6561068,,Cortana,"Magnesium alloy, Aluminum",No,,No,3.5,,No,No,,,Platinum,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6478/6478306cv11d.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 3050 Ti,2021,,,,,1,,0,Integrated,Facial recognition,LPDDR4X,Yes,Yes
No,IPS,,,,,,,,,No,Nahemic Audio Solution,4,3.8 gigahertz,,,,No,512 gigabytes,,8.3 hours,,8-core,8 megabytes,,4-cell,,,2024-12-05 04:31:45,300 nits,5.29 pounds,,"Legion Slim 5 16"" Gaming Laptop WQXGA - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB - 512GB SSD",Yes,2560 x 1600,16,,"2 x USB-A 3.2, 2 x USB-C 3.2",,7840HS,,(310 Reviews),,0.99 inches,,No,230 watts,,AMD,Yes,,Yes,3.8 gigahertz,,,,NVIDIA,,,IPS,AX,300 nits,Microsoft Office 365 (30 Day Trial),No,512 gigabytes,16 inches,,16 inches,,Air,14.16 inches,2 x 2W,165Hz,Yes,,,1 year limited,Copilot,1 x HDMI 2.1,,512 gigabytes,Lithium-polymer,$438.99Your price for this item is $438.99,,1 x HDMI 2.1,,No,5600 megahertz,Lenovo,,"Lenovo - Legion Slim 5 16"" Gaming Laptop WQXGA - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB - 512GB SSD - Storm Grey",Windows 11 Home,,10.25 inches,AMD Ryzen 7 7000 Series,AMD Ryzen 7 7000 Series,,1 year limited,"DLSS 3 (Deep Learning Super Sampling), Ray tracing",,2560 x 1600,,,,Lithium-polymer,,,196803929256,Gray,165Hz,,No,Yes,SSD,,,16 gigabytes,8.3 hours,,16 gigabytes,,Yes,82Y9000PUS,1,2.46 gigahertz,GDDR6,Wi-Fi,,,SSD,,NVIDIA GeForce RTX 4060,LCD,,,,,,,,,,,,https://www.bestbuy.com/site/lenovo-legion-slim-5-16-gaming-laptop-wqxga-ryzen-7-7840hs-with-16gb-memory-nvidia-geforce-rtx-4060-8gb-512gb-ssd-storm-grey/6534470.p?skuId=6534470,,Amazon Alexa,,,,,4.6,8 gigabytes,,,"L2, L3",,Storm Grey,1.83 gigahertz,,Wi-Fi 6,16 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6534/6534470_sd.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 4060,2023,,,5.1 gigahertz,64-bit,,,1,Dedicated,,DDR5,No,No
,PixelSense,,,,,None,,,,Yes,Omnisonic Speakers with Dolby Atmos,2,3.1 gigahertz,,,,No,256 gigabytes,,19 hours,,4-core (quad-core),,None,,,,2024-12-05 04:31:52,487 nits,3.83 pounds,,GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i5 -16GB Memory – 256GB SSD,No,2400 x 1600,,,2 x USB-A,,11300H,,(9 Reviews),0,0.74 inches,,Yes,,,Intel,Yes,,Yes,3.1 gigahertz,,,,Intel,,Gold,PixelSense,AX,487 nits,"Windows 11 Home, Preloaded Microsoft 365 Apps⁹, Microsoft 365 Family 30-day trial, Preloaded Xbox App⁸, Xbox Game Pass Ultimate one month trial",Yes,256 gigabytes,14.4 inches,,14.4 inches,,Air,12.72 inches,Quad Omnisonic speakers with Dolby Atmos,120Hz,Yes,,,90 days,,1 x Thunderbolt 4,,256 gigabytes,Lithium-ion,$599.99Your price for this item is $599.99,0,1 x Thunderbolt 4,,No,,Microsoft,,Microsoft - GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i5 -16GB Memory – 256GB SSD - Platinum,Windows 11 Home,,8.98 inches,Intel 11th Generation Core i5,Intel 11th Generation Core i5,,90 days,,,2400 x 1600,,0,Built for Windows Ink (Active),Lithium-ion,,,400065614417,Silver,120Hz,,Yes,Yes,SSD,No,,16 gigabytes,19 hours,None,16 gigabytes,,Yes,GSRF THR-00001,0,,,Wi-Fi,,,SSD,,Intel Iris Xe Graphics,LCD,,,0,,,,,,,1080p,Yes,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-studio-14-4-touch-screen-intel-core-i5-16gb-memory-256gb-ssd-platinum/6561441.p?skuId=6561441,,Cortana,"Magnesium alloy, Aluminum",No,,No,3.0,,No,No,,,Platinum,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6478/6478305cv11d.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2021,,,,,1,,0,Integrated,Facial recognition,LPDDR4X,Yes,Yes
,PixelSense,,,,,None,,,,Yes,Omnisonic Speakers with Dolby Atmos,2,3.4 gigahertz,,,,No,512 gigabytes,,18 hours,,,,None,,,,2024-12-05 04:31:58,400 nits,2.87 pounds,,GSRF Surface Laptop 5 – 13.5” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD,No,2256 x 1504,,,1 x USB-A 3.1,,1255U,,Be the first to write a review,0,0.57 inches,,No,,,Intel,Yes,,Yes,3.4 gigahertz,,,,Intel,,Gold,PixelSense,AX,400 nits,"Windows 11 Home, Preloaded Microsoft 365 Apps, Microsoft 365 Family 30-day trial, Xbox Game Pass Ultimate 30-day trial",Yes,512 gigabytes,13.5 inches,,13.5 inches,,Air,12.1 inches,Omnisonic Speakers,60Mhz,Yes,,,90 days,,1 x Thunderbolt 4,,512 gigabytes,Lithium-ion,"$1,079.99Your price for this item is $1,079.99",0,1 x Thunderbolt 4,,No,,Microsoft,,Microsoft - GSRF Surface Laptop 5 – 13.5” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD - Black,Windows 11 Home,,8.8 inches,Intel 12th Generation Core i7 Evo Platform,Intel 12th Generation Core i7 Evo Platform,,90 days,,,2256 x 1504,,0,Built for Windows Ink (Active),Lithium-ion,,,400065615674,Black,60Mhz,,No,Yes,SSD,No,,16 gigabytes,18 hours,None,16 gigabytes,,Yes,GSRF RBG-00026,0,,,"Bluetooth, Wi-Fi",,,SSD,,Intel Iris Xe Graphics,LCD,,,0,,,,,,,720p,Yes,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-13-5-touch-screen-intel-evo-platform-core-i7-16gb-memory-512gb-ssd-black/6561567.p?skuId=6561567,,Cortana,Aluminum,No,,No,,,No,No,,Multi-touch,Black,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6517/6517656_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2022,,,,,1,,0,Integrated,Facial recognition,LPDDR5X,Yes,Yes
,TN,,,,,,,,,No,,,1.2 gigahertz,,,,,256 gigabytes,,10 hours,,6-core,,,,,,2024-12-05 04:32:03,220 nits,3.02 pounds,,"Lenovo IdeaPad 1 14IAU7 14"" Laptop Intel Core i3-1215U 8GB Ram 256GB SSD W11H in S Mode - Refurbished",,1920 x 1080 (Full HD),8,,,,1215U,,(2 Reviews),,0.7 inches,,,,,Intel,Yes,,,1.2 gigahertz,,,,Intel,,,TN,AX,220 nits,,No,256 gigabytes,14 inches,,14 inches,,,12.8 inches,,60Hz,,,,1 year,,1 x HDMI 1.4,,256 gigabytes,Lithium-ion,$249.99Your price for this item is $249.99,,1 x HDMI 1.4,,No,3200 megahertz,Lenovo,,"Lenovo IdeaPad 1 14IAU7 14"" Laptop Intel Core i3-1215U 8GB Ram 256GB SSD W11H in S Mode - Refurbished - Cloud Grey",Windows 11 Home in S Mode,,8.52 inches,Intel 12th Generation Core i3,Intel 12th Generation Core i3,,1 year,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840347609678,Gray,60Hz,,,No,SSD,,,8 gigabytes,10 hours,,8 gigabytes,,No,82QC004BUS,,,,Wi-Fi,,,SSD,,Intel UHD Graphics,,,,,,,,,,,,,https://www.bestbuy.com/site/lenovo-ideapad-1-14iau7-14-laptop-intel-core-i3-1215u-8gb-ram-256gb-ssd-w11h-in-s-mode-refurbished-cloud-grey/6567265.p?skuId=6567265,,Amazon Alexa,,,,,4.0,,,,,,Cloud Grey,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6eba67d2-2417-4d4f-be43-ab62f6b289b0.jpg;maxHeight=640;maxWidth=550;format=webp,Intel UHD Graphics,2022,,,4.4 gigahertz,,,,,Integrated,,DDR4,No,No
,IPS,,,,,,,,,No,,3,,,,,,1000 gigabytes,,,,12-core,,,,,,2024-12-05 04:32:09,400 nits,3.13 pounds,,"Slim 7i 14"" 14IAP7 2.8K Touchscreen Laptop Intel Core i7-1260P 16GB Ram 1TB SSD W11H - Pre-Owned",,2880 x 1800,16,,1 x USB-A 3.2,,1260P,,(21 Reviews),,0.57 inches,,,,,Intel,Yes,,,,,,,Intel,,,IPS,,400 nits,,Yes,1000 gigabytes,14 inches,,14 inches,,,8.72 inches,,90Hz,Yes,,,90 Days,,2 x Thunderbolt 4,,1000 gigabytes,Lithium-ion,$599.99Your price for this item is $599.99,0,2 x Thunderbolt 4,,No,,Lenovo,,"Lenovo - Slim 7i 14"" 14IAP7 2.8K Touchscreen Laptop Intel Core i7-1260P 16GB Ram 1TB SSD W11H - Pre-Owned - Gray",Windows 11 Home,,12.29 inches,Intel 12th Generation Core i7,Intel 12th Generation Core i7,,90 days,,,2880 x 1800,,0,,Lithium-ion,,,840347600033,Gray,90Hz,,,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,82SX0002US,,,,"Wi-Fi, Bluetooth",,,SSD,,Intel Iris Xe Graphics,,,,,,,,,,,,Yes,https://www.bestbuy.com/site/lenovo-slim-7i-14-14iap7-2-8k-touchscreen-laptop-intel-core-i7-1260p-16gb-ram-1tb-ssd-w11h-pre-owned-gray/6527749.p?skuId=6527749,,Amazon Alexa,,,,,4.1,,,,,,Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/57741ea3-15ae-44b8-a9c2-76af18b65323.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2022,,,4.7 gigahertz,,2,,0,Integrated,,LPDDR5,No,Yes
,,,,,,None,,,,Yes,Stereo speakers,,1.3 gigahertz,,,,,512 gigabytes,,10 hours,,,,None,,SATA III,,2024-12-05 04:32:16,,2.03 pounds,,"GSRF Macbook® - 12"" Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage",No,2304 x 1440,,,,,Not provided,,(2 Reviews),,0.14 inches,,No,,,Intel,Yes,,,1.3 gigahertz,,,,Intel,,Gold,,AC,,,No,512 gigabytes,12 inches,,12 inches,,Air,11.04 inches,Stereo Speakers,,,,,90 days,,1 x DisplayPort,,512 gigabytes,Lithium-polymer,$499.99Your price for this item is $499.99,1,1 x DisplayPort,,No,,Apple,,"Apple - GSRF Macbook® - 12"" Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage - Rose Gold",Mac OS,,7.74 inches,Intel 7th Generation Core i5,Intel 7th Generation Core i5,"Force touch trackpad, Siri",90 days,,,2304 x 1440,,,,Lithium-polymer,,,400065302239,Rose gold,,,No,Yes,SSD,No,,8 gigabytes,10 hours,None,8 gigabytes,,Yes,GSRF MNYN2LL/A,0,,,Wi-Fi,,,SSD,,Intel HD Graphics 615,LED,,,,,,,,,8 gigabytes,,,https://www.bestbuy.com/site/apple-gsrf-macbook-12-display-intel-core-i5-8gb-memory-512gb-flash-storage-rose-gold/6530223.p?skuId=6530223,,,Aluminum,,,No,5.0,,No,,,,Rose Gold,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6530/6530223_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel HD Graphics 615,2017,,,,,0,,0,Integrated,,DDR3,Yes,No
