key_specs.graphics,general.product_name,processor.number_of_cpu_cores,features.casing_material,graphics.unlocked_gpu,memory.expandable_memory_compatibility,graphics.gpu_boost_clock_frequency,connectivity.usb_ports,key_specs.battery_type,memory.type_of_memory_(ram),camera.front_facing_camera_megapixels,connectivity.number_of_usb-c_charging_ports,power.battery_type,connectivity.ethernet_card,certifications_&_listings.epeat_qualified,general.model_family,key_specs.battery_life_(up_to),key_specs.works_with,general.year_of_release,storage.hard_drive_interface,processor.l1_cache,dimension.product_height,camera.front_facing_camera_video_resolution,camera.rear_facing_camera_megapixels,connectivity.network_connectivity,connectivity.compatible_wireless_standard(s),storage.emmc_capacity,dimensions.product_width,camera.rear_facing_camera_video_resolution,connectivity.display_connector(s),connectivity.number_of_usb_ports_(total),included.optical_drive_type,storage.hard_drive_rpm,connectivity.bluetooth_version,cooling.cpu_cooling_system,display.refresh_rate,compatibility.operating_system_compatibility,camera.built-in_microphone,memory.number_of_memory_sticks_included,graphics.number_of_gpu_cores,connectivity.number_of_hdmi_outputs_(total),key_specs.refresh_rate,features.touchpad_type,features.speaker_type,storage.hard_drive_capacity,key_specs.screen_resolution,graphics.graphics_type,dimensions.product_weight,key_specs.backlit_keyboard,included.included_software,features.media_card_slot,display.high_dynamic_range_(hdr),power.power_supply_input,processor.neural_processing_unit_(npu),display.display_surface,display.color_gamut_(ntsc),connectivity.headphone_jack,general.model_number,storage.total_storage_capacity,connectivity.wireless_connectivity,other.upc,power.charging_interface(s),graphics.graphics,dimension.product_weight,graphics.gpu_video_memory_type_(ram),warranty.manufacturer's_warranty_-_labor,processor.l3_cache,rating_average,connectivity.wireless_standard,dimension.product_width,features.backlit_keyboard,display.screen_type,features.media_card_reader,cooling.number_of_cpu_cooling_fans,storage.solid_state_drive_capacity,key_specs.screen_type,connectivity.number_of_displayport_outputs_(total),display.screen_size,display.screen_resolution,graphics.gpu_base_clock_frequency,key_specs.screen_size,warranty.manufacturer's_warranty_-_parts,features.keyboard_technology,review_count,connectivity.number_of_vga_ports,camera.rear-facing_camera,power.power_supply_maximum_wattage,key_specs.brightness,connectivity.gps_enabled,dimensions.product_height,features.customizable_case_lighting,key_specs.voice_assistant_built-in,certifications_&_listings.energy_star_certified,storage.solid_state_drive_interface,in_stock,key_specs.2-in-1_design,dimensions.product_depth,processor.unlocked_processor,graphics.advanced_graphics_rendering_technique(s),compatibility.operating_system_architecture,key_specs.touch_screen,certifications_&_listings.epeat_level,key_specs.cpu_base_clock_frequency,camera.front-facing_camera,features.mac_features,price,memory.number_of_memory_slots,included.stylus_included,connectivity.data_plan_required,key_specs.total_storage_capacity,features.security_features,display.display_type,processor.processor_brand,display.touch_screen,display.stylus_input,connectivity.number_of_usb_type_c_charging_ports,features.customizable_keyboard_lighting,graphics.gpu_video_memory_(ram),power.battery_capacity,memory.system_memory_ram_expandable_to,features.cable_lock_slot,features.windows_ai,processor.cpu_base_clock_frequency,features.keyboard_included,display.brightness,processor.cpu_cache_memory_level,cooling.number_of_gpu_cooling_fans,memory.system_memory_ram_speed,connectivity.interface(s),key_specs.system_memory_(ram),key_specs.storage_type,key_specs.display_connector(s),processor.maximum_npu_performance,storage.hard_drive_accelerator,"expansion.number_of_internal_2.5""_bays",general.color_category,compatibility.works_with,connectivity.number_of_thunderbolt_ports_(total),url,processor.processor_model_number,timestamp,key_specs.wireless_connectivity,display.color_gamut_(standard_rgb),processor.processor_model,connectivity.number_of_usb-a_charging_ports,key_specs.security_features,features.2-in-1_design,features.windows_features,compatibility.voice_assistant_built-in,connectivity.microphone_input,connectivity.displayport_over_usb-c,memory.system_memory_(ram),power.battery_cells,power.battery_life_(up_to),key_specs.processor_model,features.chrome_features,general.color,storage.storage_type,compatibility.operating_system,graphics.gpu_brand,included.numeric_keypad,features.gps_enabled,expansion.number_of_m.2_slots,general.brand,dimension.product_depth,processor.l2_cache,features.audio_technology,processor.cpu_boost_clock_frequency,connectivity.wireless_networking_standard,features.foldable_screen,features.stylus_dock,key_specs.operating_system,processor.number_of_cpu_threads,display.synchronization_technology,cooling.gpu_cooling_system,connectivity.number_of_ethernet_ports,product_title
Intel Iris Plus Graphics 655,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i7 - 16GB Memory - 512GB SSD",,Aluminum,,,,4 x USB-C 3.1,Lithium-polymer,LPDDR3,,,Lithium-polymer,,No,,10 hours,,2019,,,,,,,,,12 inches,,4 x Thunderbolt 3,4,None,,,Air,,,,,,,,Multi-touch,Stereo speakers,,2560 x 1600 (Retina),Integrated,3.02 pounds,Yes,"Drivers, Utilities, Apple QuickTime, Apple iTunes, Apple Mac OS X Mail, Apple Mac OS X Chess, Apple iMovie, Apple DVD Player, Apple Safari, Apple GarageBand, Apple Dashboard, Photo Booth, Apple Time Machine, Apple Mac App Store, Apple FaceTime",,,Thunderbolt,,,,Yes,GSRF 13687690,512 gigabytes,Wi-Fi,400065442874,,Intel Iris Plus Graphics 655,,,90 days,,,AC,,Yes,,,,512 gigabytes,,,13.3 inches,2560 x 1600 (Retina),,13.3 inches,90 days,,Be the first to write a review,,,61 watts,,,0.6 inches,,,No,,No,,8.4 inches,,,,No,,2.8 gigahertz,Yes,Touch ID sensor,"$1,199.99Your price for this item is $1,199.99",,,,512 gigabytes,Fingerprint reader,LED,Intel,No,,,,,,,,,2.8 gigahertz,,,,,2133 megahertz,,16 gigabytes,SSD,4 x Thunderbolt 3,,,,Silver,,4,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i7-16gb-memory-512gb-ssd-silver/6544287.p?skuId=6544287,8569U,2024-11-02 21:52:15,,,Intel 8th Generation Core i7,,,,,,,,16 gigabytes,,10 hours,Intel 8th Generation Core i7,,Silver,SSD,Mac OS,Intel,,,,Apple,,,,,Wi-Fi 5,,,,,,,,"Apple - Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i7 - 16GB Memory - 512GB SSD - Silver"
,"Geek Squad Certified Refurbished Razer Book 13.4"" Touch Screen Laptop - Intel Core i7 - 16GB Memory - 256GB SSD",,Aluminum,,,,,Lithium-ion,LPDDR4X,,,Lithium-ion,,No,,,,,,,,720p,,,,,11.6 inches,,,,,,,,,,Yes,2,,,,,Stereo Speakers,,1920 x 1200 (WUXGA),,,Yes,,,,,,,,Yes,GSRF RZ09-03571EM1-R3U1,256 gigabytes,,400064482697,,,,,90 days,,,,,Yes,,Yes,,256 gigabytes,,,13.4 inches,1920 x 1200 (WUXGA),,13.4 inches,90 Days,,Be the first to write a review,,,,,,0.6 inches,,,No,PCIe,No,,7.8 inches,,,64-bit,Yes,,,Yes,,"$1,439.99Your price for this item is $1,439.99",,,,256 gigabytes,,,Intel,Yes,,,RGB,,,,,,,,,,,,,16 gigabytes,SSD,,,,,,,2,https://www.bestbuy.com/site/geek-squad-certified-refurbished-razer-book-13-4-touch-screen-laptop-intel-core-i7-16gb-memory-256gb-ssd/6448269.p?skuId=6448269,1165G7,2024-11-02 21:52:19,,,Intel 11th Generation Core i7 Evo Platform,,,,,,,,16 gigabytes,,,Intel 11th Generation Core i7 Evo Platform,,,SSD,Windows 10 Home,,No,,1,Razer,,,THX Spatial Audio,,,,,,,,,,"Geek Squad Certified Refurbished Razer Book 13.4"" Touch Screen Laptop - Intel Core i7 - 16GB Memory - 256GB SSD"
Intel HD Graphics 3000,"Geek Squad Certified Refurbished MacBook Air  Intel Core i5 Processor 13.3"" Display 4GB Memory 128GB Flash Storage",,,,,,1 x USB-A 2.0,Lithium-polymer,DDR3,,,Lithium-polymer,,Yes,,,,2011,,,,,,,,,12.8 inches,,1 x Thunderbolt,1,,,,,,,,,,,,,,,1440 x 900 (WXGA+),Dedicated,3 pounds,No,,,,,Yes,,,Yes,TI-GSRF MC965LL/A,128 gigabytes,,400065569113,,Intel HD Graphics 3000,,,90 days,,,,,No,,,,,,,13.3 inches,1440 x 900 (WXGA+),,13.3 inches,90 days,,Be the first to write a review,,,,,,0.7 inches,,,Yes,,No,,8.9 inches,,,,No,Gold,,Yes,,"$1,999.99Your price for this item is $1,999.99",,,,128 gigabytes,,,Intel,No,,,,,,,,,,,,,,,,4 gigabytes,UFS,1 x Thunderbolt,,,,,,,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-intel-core-i5-processor-13-3-display-4gb-memory-128gb-flash-storage-silver/6556911.p?skuId=6556911,Not provided,2024-11-02 21:52:23,,,Intel 5th Generation Core i5,,,,,,Yes,,4 gigabytes,,,Intel 5th Generation Core i5,,Silver,UFS,Mac OS,Intel,,,,Apple,,,,,,,,,,,,,"Apple - Geek Squad Certified Refurbished MacBook Air  Intel Core i5 Processor 13.3"" Display 4GB Memory 128GB Flash Storage - Silver"
AMD Radeon Pro 5500M,"Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - Intel Core i7 - 32GB Memory - 512GB SSD",,Aluminum,,,,4 x USB-C 3.1,Lithium-polymer,DDR4 SDRAM,,,Lithium-polymer,,Yes,,11 hours,,2019,,,,,,,,,14.1 inches,,4 x Thunderbolt 3,4,None,,,Air,,,,,,,,Multi-touch,Six speakers,,3072 x 1920 (Retina),Integrated,4.41 pounds,Yes,"Drivers, Utilities, Apple QuickTime, Apple iMovie, Apple Safari, Apple GarageBand, Photo Booth, Apple Time Machine, Apple FaceTime, Apple Preview, Mail, Maps, Photos, Reminders, App Store, Music, Contacts, Stocks, Notes, Calendar, Siri, Messages",,,Thunderbolt,,,,Yes,GSRF 13860036,512 gigabytes,Wi-Fi,400065443772,,AMD Radeon Pro 5500M,,,90 days,,,AC,,Yes,,,,512 gigabytes,,,16 inches,3072 x 1920 (Retina),,16 inches,90 days,,Be the first to write a review,,,96 watts,,,0.6 inches,,,Yes,,No,,9.7 inches,,,,No,Gold,2.6 gigahertz,Yes,Touch ID sensor,"$1,499.99Your price for this item is $1,499.99",,,,512 gigabytes,Fingerprint reader,LED,Intel,No,,,,4 gigabytes,,,,,2.6 gigahertz,,,,,2666 megahertz,,32 gigabytes,SSD,4 x Thunderbolt 3,,,,Silver,,4,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-16-laptop-intel-core-i7-32gb-memory-512gb-ssd-silver/6544377.p?skuId=6544377,9750H,2024-11-02 21:52:27,,,Intel 9th Generation Core i7,,,,,,,,32 gigabytes,,11 hours,Intel 9th Generation Core i7,,Silver,SSD,Mac OS,AMD Radeon,,,,Apple,,,,,Wi-Fi 5,,,,,,,,"Apple - Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - Intel Core i7 - 32GB Memory - 512GB SSD - Silver"
AMD Radeon Pro 555,"Geek Squad Certified Refurbished MacBook Pro®  - 15"" Display - Intel Core i7 - 16 GB Memory - 256GB Flash Storage",,Aluminum,,,,3 x USB-C 3.1,Lithium-polymer,LPDDR3,,,Lithium-polymer,,Yes,,10 hours,,2017,,,,,,,,,13.75 inches,,4 x Thunderbolt 3,4,None,,,Air,,,,,,0,,Gesture,Stereo Speakers,,2880 x 1800 (Retina),Dedicated,4.02 pounds,Yes,,,,,,,,,GSRF MPTR2LL/A,256 gigabytes,Wi-Fi,400065302048,,AMD Radeon Pro 555,,,90 days,,2.3,AC,,Yes,,Yes,,256 gigabytes,,1,15.4 inches,2880 x 1800 (Retina),,15.4 inches,90 days,,(9 Reviews),,,,,,0.61 inches,,,Yes,,No,No,9.48 inches,,,,No,Gold,2.8 gigahertz,Yes,"Force touch trackpad, Siri, Touch ID sensor",$224.99Your price for this item is $224.99,,No,,256 gigabytes,,LED,Intel,No,,,No,,,,None,,2.8 gigahertz,,,,,,,16 gigabytes,SSD,4 x Thunderbolt 3,,,,Gray,,4,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-15-display-intel-core-i7-16-gb-memory-256gb-flash-storage-space-gray/6530204.p?skuId=6530204,Not provided,2024-11-02 21:52:34,,,Intel 7th Generation Core i7,,,No,,Siri,,,16 gigabytes,,10 hours,Intel 7th Generation Core i7,,Space Gray,SSD,Mac OS,AMD Radeon,No,,,Apple,,,Stereo speakers with HD range,,Wi-Fi 5,,None,,,,,0,"Apple - Geek Squad Certified Refurbished MacBook Pro®  - 15"" Display - Intel Core i7 - 16 GB Memory - 256GB Flash Storage - Space Gray"
MediaTek Integrated Graphics,"ASUS Chromebook Detachable CM3001 10.5"" Laptop - MediaTek Kompanio 520 - 4GB Memory - 64GB eMMC",8-core,,,,,1 x USB-C,Lithium-ion,LPDDR4X,5 megapixels,,Lithium-ion,,Yes,,13 hours,,2024,,,,,,,,64 gigabytes,10.22 inches,,1 x Thunderbolt 4,1,None,,,,,,Yes,0,,0,,,,,1900 x 1200 (WUXGA),Integrated,1.98 pounds,No,,,,,,,,Yes,CM3001DM2A-M8186,64 gigabytes,"Bluetooth, Wi-Fi",197105427976,,MediaTek Integrated Graphics,,,1 year,,4.3,AX,,No,,,,,,0,10.5 inches,1900 x 1200 (WUXGA),,10.5 inches,1 year,,(38 Reviews),0,,,400 nits,,0.67 inches,,,Yes,,yes,,7.03 inches,,,,Yes,Gold,2 gigahertz,Yes,,$299.00Your price for this item is $299.00,0,Yes,,64 gigabytes,,LED,MediaTek,Yes,,,,,,,None,,2 gigahertz,,400 nits,,,3600 megahertz,,4 gigabytes,eMMC,1 x Thunderbolt 4,,,,Silver,,1,https://www.bestbuy.com/site/asus-chromebook-detachable-cm3001-10-5-laptop-mediatek-kompanio-520-4gb-memory-64gb-emmc-fog-silver/6570144.p?skuId=6570144,520,2024-11-02 21:52:38,,,MediaTek Kompanio 500 Series,,,,,Google Assistant,Yes,,4 gigabytes,3-cell,13 hours,MediaTek Kompanio 500 Series,"Android apps, Google Assistant",Fog Silver,eMMC,Chrome OS,MediaTek,No,No,,ASUS,,,,2.05 gigahertz,Wi-Fi 6,No,,,,,,,"ASUS Chromebook Detachable CM3001 10.5"" Laptop - MediaTek Kompanio 520 - 4GB Memory - 64GB eMMC - Fog Silver"
AMD Radeon RX 6550M,"Victus 15.6"" Full HD Gaming Laptop - AMD Ryzen 5-7535HS - 8GB DDR5 Memory - AMD Radeon RX 6550M - 512GB SSD",6-core,Aluminum,,,,"1 x USB-A 3.0, 2 x USB-A 3.0",Lithium-ion polymer,DDR5,,,Lithium-ion polymer,,Yes,,8.5 hours,,2024,,,,720p,,,,,14.09 inches,,1 x HDMI 2.1,3,None,,,,144Hz,,Yes,,,1,144Hz,,,,1920 x 1080 (Full HD),Dedicated,7.39 pounds,Yes,,microSD,,,No,,,Yes,15-fb2063dx,512 gigabytes,"Bluetooth, Wi-Fi",198122516209,,AMD Radeon RX 6550M,,GDDR6,1 year,16 megabytes,4.5,,,Yes,IPS,Yes,,512 gigabytes,IPS,,15.6 inches,1920 x 1080 (Full HD),,15.6 inches,1 year,,(111 Reviews),,,135 watts,300 nits,,0.93 inches,,,Yes,,yes,,10.04 inches,,,,No,Gold,,Yes,,$799.99Your price for this item is $799.99,,,,512 gigabytes,,LED,AMD,No,,,,4 gigabytes,,,,,,,300 nits,L3,,4800 megahertz,,8 gigabytes,SSD,1 x HDMI 2.1,,,,Silver,,,https://www.bestbuy.com/site/hp-victus-15-6-full-hd-gaming-laptop-amd-ryzen-5-7535hs-8gb-ddr5-memory-amd-radeon-rx-6550m-512gb-ssd-mica-silver/6578933.p?skuId=6578933,7535HS,2024-11-02 21:52:44,,,AMD Ryzen 5 7000 Series,,,,,,Yes,,8 gigabytes,3-cell,8.5 hours,AMD Ryzen 5 7000 Series,,Mica Silver,SSD,Windows 11 Home,AMD Radeon,Yes,,,HP,,,DTS: X Ultra,4.55 gigahertz,Wi-Fi 6,,,,,,,1,"HP - Victus 15.6"" Full HD Gaming Laptop - AMD Ryzen 5-7535HS - 8GB DDR5 Memory - AMD Radeon RX 6550M - 512GB SSD - Mica Silver"
NVIDIA GeForce RTX 4060,"Stealth 14 14"" 165Hz FHD+ Ultra Thin Gaming Laptop-Intel Core i7-13620H with 16GB Memory-RTX 4060-1TB SSD",,Magnesium alloy,,,,"1 x USB-C 3.2, 2 x USB-A 3.2",Lithium-ion,DDR5,,,Lithium-ion,,No,,,,2024,,,,720p,,,,,12.4 inches,,"1 x HDMI 2.1, 1 x DisplayPort 2.1",3,None,,,Air,165Hz,,Yes,2,,1,165Hz,,,,1920 x 1200 (Full HD+),Dedicated,3.75 pounds,Yes,,,,,,,,Yes,STEALTH1413041,1000 gigabytes,"Bluetooth, Wi-Fi",824142315972,,NVIDIA GeForce RTX 4060,,,1 year,,4.4,BE,,Yes,IPS,,,1000 gigabytes,IPS,0,14 inches,1920 x 1200 (Full HD+),,14 inches,1 year,,(217 Reviews),,,,,,0.75 inches,,,Yes,NVMe,yes,,9.69 inches,,"DLSS 3 (Deep Learning Super Sampling), Ray tracing",,No,,,Yes,,"$1,249.99Your price for this item is $1,249.99",2,,,1000 gigabytes,,,Intel,No,,,,,,96 gigabytes,,,,,,,,5600 megahertz,,16 gigabytes,SSD,"1 x HDMI 2.1, 1 x DisplayPort 2.1",,,,Blue,,1,https://www.bestbuy.com/site/msi-stealth-14-14-165hz-fhd-ultra-thin-gaming-laptop-intel-core-i7-13620h-with-16gb-memory-rtx-4060-1tb-ssd-star-blue/6534580.p?skuId=6534580,13620H,2024-11-02 21:52:49,,,Intel 13th Generation Core i7,,,,,,Yes,,16 gigabytes,4-cell,,Intel 13th Generation Core i7,,Star Blue,SSD,Windows 11 Home,NVIDIA,,,,MSI,,,,,Wi-Fi 6,,,,,,,1,"MSI - Stealth 14 14"" 165Hz FHD+ Ultra Thin Gaming Laptop-Intel Core i7-13620H with 16GB Memory-RTX 4060-1TB SSD - Star Blue"
Intel Iris Xe Graphics,"Summit E13 Flip Evo A12M 2-in-1 13.4"" Touch-Screen Laptop - Intel Core i7 with 16GB Memory - 1 TB SSD",,,,,,1 x USB-A 3.2,Other,LPDDR5,,,Other,,No,,,,2023,,,,,,None,,,11 4/5 inches,,"1 x HDMI, 2 x Thunderbolt 4",1,None,,,,120Hz,,,,,1,120Hz,,,,1920 x 1200 (WUXGA),Integrated,3.74 pounds,Yes,,,,,,,,,SUME1312026,1000 gigabytes,Bluetooth,824142283028,,Intel Iris Xe Graphics,,LPDDR5,1 year limited,,4.4,,,Yes,IPS,,,1000 gigabytes,IPS,,13.4 inches,1920 x 1200 (WUXGA),,13.4 inches,1 year limited,,(27 Reviews),,,65 watts,,,0.59 inches,,,No,,yes,Yes,8 4/5 inches,,,,Yes,,,Yes,,"$1,299.99Your price for this item is $1,299.99",,,,1000 gigabytes,,,Intel,Yes,,,,,,,,,,,,,,4800 megahertz,,16 gigabytes,SSD,"1 x HDMI, 2 x Thunderbolt 4",,,,Black,,,https://www.bestbuy.com/site/msi-summit-e13-flip-evo-a12m-2-in-1-13-4-touch-screen-laptop-intel-core-i7-with-16gb-memory-1-tb-ssd-ink-black/6563169.p?skuId=6563169,1280P,2024-11-02 21:52:53,,,Intel 12th Generation Core i7,,,Yes,,No,,,16 gigabytes,4-cell,,Intel 12th Generation Core i7,,Ink Black,SSD,Windows 11 Home,Intel,,,,MSI,,,,,,,,,,,,,"MSI - Summit E13 Flip Evo A12M 2-in-1 13.4"" Touch-Screen Laptop - Intel Core i7 with 16GB Memory - 1 TB SSD - Ink Black"
Intel UHD Graphics,"14-EP0010NR 14"" Laptop HD - Intel Processor N200 With 4GB Memory 128GB UFS",4-core (quad-core),,,,,"1 x USB-C, 2 x USB-A",Lithium-ion,DDR4,,,Lithium-ion,,Yes,,9 hours,,2023,,,,720p,,,,,8.46 inches,,1 x HDMI 1.4,3,None,,,,,,Yes,,,1,,,Stereo speakers,,1366 x 768 (HD),Integrated,3.09 pounds,Yes,,,,,,,45 percent,Yes,14-EP0010NR,128 gigabytes,"Bluetooth, Wi-Fi",197192242261,,Intel UHD Graphics,,,1-year limited hardware warranty,,4.0,,,Yes,,No,,,,0,14 inches,1366 x 768 (HD),,14 inches,1-year limited hardware warranty,,(4 Reviews),,,45 watts,250 nits,,1.28 inches,,,Yes,,yes,,12.74 inches,,,,No,Gold,3.7 gigahertz,Yes,,$219.99Your price for this item is $219.99,0,,,128 gigabytes,,LED,Intel,No,,,,,,,,,3.7 gigahertz,,250 nits,,,3200 megahertz,,4 gigabytes,UFS,1 x HDMI 1.4,,,,Silver,,,https://www.bestbuy.com/site/hp-14-ep0010nr-14-laptop-hd-intel-processor-n200-with-4gb-memory-128gb-ufs-natural-silver/6547350.p?skuId=6547350,N200,2024-11-02 21:52:59,,,Intel Processor N200,,,,,,Yes,,4 gigabytes,3-cell,9 hours,Intel Processor N200,,Natural Silver,UFS,Windows 11 Home in S Mode,Intel,No,,,HP,,,HD Audio with stereo speakers,3.7 gigahertz,,,,,,,,,"HP - 14-EP0010NR 14"" Laptop HD - Intel Processor N200 With 4GB Memory 128GB UFS - Natural Silver"
Intel UHD Graphics,"2-in-1 14"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC",2-core (dual-core),Plastic,,,,"1 x USB-A 3.0, 2 x USB-C 3.1",Lithium-ion,DDR4,,,Lithium-ion,,Yes,,13.5 hours,,2022,,,,720p,,None,,64 gigabytes,12.85 inches,,No external display connection,3,None,,,Air,,,Yes,1,,0,,Multi-touch,Audio by B&O with dual speakers,,1366 x 768 (HD),Integrated,3.57 pounds,No,"Chrome OS, Google Assistant, Google One, Google Play Store",,,,No,,,Yes,14b-cb0033dx,64 gigabytes,"Bluetooth, Wi-Fi",196548344321,,Intel UHD Graphics,,,1 year,4 megabytes,4.6,AC,,No,,Yes,,,,0,14 inches,1366 x 768 (HD),,14 inches,1 year,,(795 Reviews),,,,,,0.73 inches,No,,Yes,,yes,Yes,8.65 inches,,,,Yes,Gold,2.8 gigahertz,Yes,,$114.99Your price for this item is $114.99,1,No,,64 gigabytes,,,Intel,Yes,Passive,,No,,,4 gigabytes,,,2.8 gigahertz,,,L3,,2933 megahertz,,4 gigabytes,eMMC,No external display connection,,,,Silver,,0,https://www.bestbuy.com/site/hp-2-in-1-14-touch-screen-chromebook-intel-celeron-4gb-memory-64gb-emmc-natural-silver/6504562.p?skuId=6504562,N4500,2024-11-02 21:53:03,,,Intel Celeron,,,Yes,,Google Assistant,Yes,,4 gigabytes,2-cell,13.5 hours,Intel Celeron,Google Assistant,Natural Silver,eMMC,Chrome OS,Intel,No,No,,HP,,,Audio by B&O with dual speakers,3.3 gigahertz,Wi-Fi 5,,None,,,,,0,"HP - 2-in-1 14"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC - Natural Silver"
Intel HD Graphics 6000,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i5 with 8GB Memory - 128GB Flash Storage SSD (2015)",,Aluminum,,,,2 x USB-A 3.0,Lithium-polymer,LPDDR3,,,Lithium-polymer,,Yes,,12 hours,,2015,,,,720p,,,,,12.8 inches,,1 x Thunderbolt 2,2,None,,,Air,,,Yes,,,,,Multi-touch,Stereo speakers,,1440 x 900 (WXGA+),Integrated,2.98 pounds,Yes,"Drivers, Utilities, Apple QuickTime, Apple iTunes, Apple Mac OS X Mail, Apple Mac OS X Chess, Apple iMovie, Apple DVD Player, Apple Safari, Apple GarageBand, Apple Dashboard, Photo Booth, Apple Time Machine, Apple Mac App Store, Apple FaceTime",,,Thunderbolt,,,,Yes,MMGF2LL/A,128 gigabytes,Wi-Fi,741807521458,,Intel HD Graphics 6000,,,1 year,,4.3,N,,Yes,Retina Display,Yes,,128 gigabytes,Retina Display,,13.3 inches,1440 x 900 (WXGA+),,13.3 inches,1 year,,(87 Reviews),,,30 watts,,,0.7 inches,,,Yes,,yes,No,8.9 inches,,,,No,Gold,1.6 gigahertz,Yes,"Force touch trackpad, Siri",$219.99Your price for this item is $219.99,,No,,128 gigabytes,,LED,Intel,No,,,,,,8 gigabytes,None,,1.6 gigahertz,,,,,1600 megahertz,,8 gigabytes,SSD,1 x Thunderbolt 2,,,,Silver,,1,https://www.bestbuy.com/site/apple-macbook-air-13-3-certified-refurbished-intel-core-i5-with-8gb-memory-128gb-flash-storage-ssd-2015-silver/6348973.p?skuId=6348973,5250U,2024-11-02 21:53:09,,,Intel 5th Generation Core i5,,,No,,,,,8 gigabytes,,12 hours,Intel 5th Generation Core i5,,Silver,SSD,Mac OS,Intel,,,,Apple,,,,,Wi-Fi 4,,,,,,,,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i5 with 8GB Memory - 128GB Flash Storage SSD (2015) - Silver"
Intel Iris Plus Graphics,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i3 Touch ID - 8GB Memory - 256GB SSD (2020)",,Aluminum,,,,None,Lithium-polymer,LPDDR3,,,Lithium-polymer,,No,,,,2020,,,,,,,,,12.8 inches,,2 x Thunderbolt 3,2,,,,Air,,,,,,,,Multi-touch,Stereo speakers,,2560 x 1600,Integrated,2.8 pounds,No,,,,,,,,,MWTJ2LL/A,256 gigabytes,Wi-Fi,698769203208,,Intel Iris Plus Graphics,,,1 year,,5.0,,,No,Retina Display,Yes,,256 gigabytes,Retina Display,,13.3 inches,2560 x 1600,,13.3 inches,1 year,,(3 Reviews),,,,,,,,,Yes,,yes,,8.94 inches,,,,No,,,Yes,,$489.99Your price for this item is $489.99,,,,256 gigabytes,,,Intel,No,,,,,,,,,,,,,,3733 megahertz,,8 gigabytes,SSD,2 x Thunderbolt 3,,,,Space Gray,,,https://www.bestbuy.com/site/apple-macbook-air-13-3-certified-refurbished-intel-core-i3-touch-id-8gb-memory-256gb-ssd-2020-space-gray/6458398.p?skuId=6458398,Not provided,2024-11-02 21:53:14,,,Intel 5th Generation Core i3,,,,,,,,8 gigabytes,,,Intel 5th Generation Core i3,,Space Gray,SSD,Mac OS,Intel,,,,Apple,,,,,,,,,,,,,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i3 Touch ID - 8GB Memory - 256GB SSD (2020) - Space Gray"
Intel UHD Graphics,"Chromebook 11 G9 EE 11.6"" Chromebook - Intel Celeron - 4 GB Memory - 32 GB eMMC",2-core (dual-core),,,,,"2 x USB-C 3.1, 2 x USB-A 3.1",Other,LPDDR4X,,,Other,,Yes,,,,2022,,,,,,None,,32 gigabytes,11 3/5 inches,,1 x DisplayPort,4,None,,,Air,,,,,,,,,,,1366 x 768 (HD),Integrated,2.95 pounds,No,,,,,,,,,3V2Y2UT#ABA,32 gigabytes,Bluetooth,195908510765,,Intel UHD Graphics,,,1 year limited,,5.0,,,No,,,,,,,11.6 inches,1366 x 768 (HD),,11.6 inches,1 year limited,,(7 Reviews),,,45 watts,,,0.74 inches,,,Yes,,yes,No,8 1/10 inches,,,,No,Silver,,Yes,,$239.99Your price for this item is $239.99,,,,32 gigabytes,,,Intel,No,,,,,,,,,,,,,,,,4 gigabytes,eMMC,1 x DisplayPort,,,,Black,,,https://www.bestbuy.com/site/hp-chromebook-11-g9-ee-11-6-chromebook-intel-celeron-4-gb-memory-32-gb-emmc-black/6495100.p?skuId=6495100,N4500,2024-11-02 21:53:19,,,Intel Celeron,,,No,,No,,,4 gigabytes,2-cell,,Intel Celeron,,Black,eMMC,Chrome OS,Intel,,,,HP,,,,1.1 gigahertz,,,,,,,,,"HP - Chromebook 11 G9 EE 11.6"" Chromebook - Intel Celeron - 4 GB Memory - 32 GB eMMC - Black"
