Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Storage,Rating,Screen_Size,RAM,Source
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,0.0,369.17,SSD,512,0.0,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,0.0,511.97,SSD,512,0.0,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,0.0,386.92,SSD,512,0.0,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,0.0,452.53,SSD,512,0.0,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,0.0,142.79,EMMC,32,0.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
