Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Rating,Screen_Size,RAM,Source
Dell,Dell Latitude 5480,Intel,Windows 10 Pro,Core i7 6600U,78,209.78,SSD,4.5,14.0,16,Amazon
HP,HP Envy x360,Intel,Windows 11 Pro,2.3 GHz none,1,799.99,SSD,4.5,16.0,16,Amazon
ist computers,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i7,8,1149.98,SSD,4.4,16.0,40,Amazon
Lenovo,"Lenovo 14"" Laptop",Intel,Windows 11,Pentium,227,169.99,SSD,4.5,14.0,4,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,529.0,SSD,4.4,15.6,16,Amazon
acer,Chromebook Spin 713,Intel,Chrome OS,Core i3-10110U,6,104.99,EMMC,4.4,13.5,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2,729.0,SSD,5.0,14.0,32,Amazon
LG,14Z90S-G.ADB8U1,Intel,Windows 11,Intel Core Ultra 7,16,1289.99,SSD,4.0,14.0,32,Amazon
ASUS,ASUS Zenbook 14 OLED,Intel,Windows 11,Intel Mobile CPU,9,905.0,SSD,4.3,14.0,16,Amazon
Toughbook,FZ-55 MK1,Intel,Windows 10 Pro,Core i5-8365U,4,988.95,SSD,4.3,14.0,16,Amazon
HP,TPN-I139,Intel,Windows 11 Home,Core i7 Family,113,952.99,SSD,4.1,17.3,64,Amazon
ASUS,F1704ZA,Intel,Windows 11 Home,Core i3 Family,7,639.0,SSD,4.4,17.3,20,Amazon
MSI,MSI GF63 Thin Gaming,Intel,Windows 10,Corei5-10300H,9,649.0,SSD,4.4,15.6,8,Amazon
ASUS,ASUS VivoBook 14,Intel,Windows 11 Home,Core i3,781,263.0,SSD,4.6,14.0,4,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M1,71,607.58,SSD,4.4,13.3,8,Amazon
Apple,MacBook Pro,Intel,macOS 10.12 Sierra,Core i7,285,295.23,SSD,4.3,15.4,16,Amazon
Lenovo,Lenovo Flex,Intel,Chrome OS,Celeron,5,249.99,SSD,4.5,11.6,4,Amazon
Oemgenuine,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i5,42,799.95,SSD,4.5,15.6,16,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,22,899.0,SSD,4.3,16.0,24,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,1319.0,SSD,4.0,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1249.0,SSD,4.0,15.6,32,Amazon
HP,Essential,Intel,Windows 11 S,Celeron,1,399.99,SSD,4.3,15.6,32,Amazon
Lenovo,V15,Intel,Windows 11 Pro,Core i5,9,569.0,SSD,4.4,15.6,16,Amazon
HP,HP 14 Inch Laptop,Intel,Windows 11 Pro,Celeron,391,305.99,EMMC,4.5,14.0,16,Amazon
Dell,Latitude 5511,Intel,Windows 10 Pro,Core i7,38,349.12,SSD,4.5,15.6,16,Amazon
HP,Pavilion x360 2-in-1,Intel,Windows 11,Intel Core i5,82,548.88,SSD,4.4,14.0,8,Amazon
Lenovo,Lenovo Thinkpad,Intel,Windows 10 Pro,Core i5,258,174.68,SSD,4.5,14.0,8,Amazon
Gateway,2-in-1 Convertible Notebook,Intel,Windows 10 S,Pentium D,215,164.99,SSD,4.5,11.6,4,Amazon
Molegar,2024 Latest Laptop Computer,Intel,Windows 11,Celeron N5095,5,499.99,SSD,4.4,15.6,16,Amazon
Lenovo,Lenovo Yoga 7i AI PC Laptop,Intel,Windows 11,Intel Mobile CPU,20,739.0,SSD,4.3,14.0,16,Amazon
HP,ZBook Power G9,Intel,Windows 11 Pro,Core i7 Family,2,1559.0,SSD,4.0,15.6,32,Amazon
Lenovo,Legion Slim 5,AMD,Windows 11,Ryzen 5,0,1099.99,SSD,4.0,16.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
TPV,AceBook,Intel,Windows 11 Pro,Core i5,13,309.99,SSD,4.5,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38,1348.0,SSD,4.0,15.6,64,Amazon
Microsoft,Surface Laptop,Intel,Windows 11 Home,Intel Core i7-11700,141,1450.0,SSD,4.4,12.3,16,Amazon
Lenovo,Lenovo ThinkPad T460s,Intel,Windows 10 Pro,Core i5-6300U,13,250.0,SSD,4.3,14.0,8,Amazon
Dell,Alienware m18 Ryzen Edition Laptop,AMD,Windows 11 Home,AMD Ryzen 7,0,1884.58,SSD,4.0,18.0,16,Amazon
acer,Acer Chromebook,Intel,Chrome OS,Core i3,526,449.0,SSD,4.5,14.0,8,Amazon
acer,Chromebook Spin 713,Intel,Chrome OS,Core i3-10110U,6,104.99,EMMC,4.4,13.5,4,Amazon
Microsoft,Surface Laptop Go,Intel,Windows 10 S,Core i5-1035G1,481,299.0,SSD,4.3,12.4,8,Amazon
HP,Chromebook X 360,Intel,Chrome OS,Celeron N,739,315.99,SSD,4.5,14.0,4,Amazon
Dell,Latitude 5000,Intel,Windows 11 Pro,Unknown,0,1179.77,SSD,4.4,14.0,16,Amazon
Lenovo,ThinkPad T590 Laptop,Intel,Windows 10 Pro,Core i7,28,346.99,SSD,4.5,15.6,16,Amazon
Apple,Macbook Pro,Apple,"macOS 10.15 Catalina,macOS 10.14 Mojave",Apple M1,6,1929.99,SSD,4.4,16.2,64,Amazon
HP,TPN-W146_300N1AV,Intel,Windows 11 Home,Core i5 Family,0,799.0,SSD,4.5,17.3,32,Amazon
Lenovo,IdeaPad,Intel,Windows 11 Home,Core i3,1,479.0,SSD,4.4,15.6,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,499.99,SSD,4.4,15.6,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,624.95,SSD,4.4,15.6,32,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,749.0,SSD,4.3,14.0,32,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14,1049.0,SSD,4.0,16.0,24,Amazon
Lenovo,2024 Lenovo IdeaPad,AMD,Windows 11 Pro,Ryzen 7,36,579.0,SSD,4.4,15.6,16,Amazon
Dell,Dell Inspiron Plus Laptop,Intel,Windows 11 Pro,Intel Core i7,1,1659.0,SSD,4.4,16.0,64,Amazon
SAMSUNG,Samsung Chromebook Plus V2,Intel,Chrome OS,Celeron,1,269.0,SSD,4.6,12.2,4,Amazon
HP,Laptop,Intel,Windows 11 Home,Core i5,204,549.99,SSD,4.4,17.3,8,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i5,24,158.0,SSD,4.0,14.0,8,Amazon
Dell,Inspiron 15 3520,Intel,Windows,Intel Core i7,3,590.0,SSD,4.4,15.6,16,Amazon
KAIGERR,AX16PRO,AMD,Windows 11,AMD Ryzen 7,0,1699.99,SSD,4.0,16.1,16,Amazon
Dell,Latitude 14-5000 5490,Intel,Windows 10 Pro 64-Bit,Core i5,610,193.9,SSD,4.4,14.0,16,Amazon
Akocrsiy,N95,Intel,Windows 11 Pro,Celeron,9,339.0,SSD,4.5,15.6,12,Amazon
Lenovo,Lenovo V14 G3,Intel,Windows 11 Pro,Core i7,63,669.99,SSD,4.4,14.0,16,Amazon
Lenovo,ThinkPad E16 Gen 1,AMD,Windows 11 Pro,Ryzen 5,8,610.36,SSD,4.4,16.0,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,529.0,SSD,4.4,15.6,16,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,799.0,SSD,4.3,16.0,16,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,22,899.0,SSD,4.3,16.0,24,Amazon
ASUS,ASUS TUF F15,Intel,Windows 11,Core i5,1,769.0,SSD,4.3,15.6,16,Amazon
HP,ZBook Firefly,Intel,Windows 11 Pro,Core i7,4,1129.0,SSD,4.4,14.0,32,Amazon
ASUS,Zenbook,Intel,Windows 11 Pro,Others,5,910.0,SSD,4.1,14.0,16,Amazon
HP,HP Envy,Intel,Windows 11 Home,Core i5,283,594.0,SSD,4.4,15.6,8,Amazon
acer,Nitro V Gaming Laptop ANV15-51-99DR,Intel,Windows 11 Home,Intel Core i9,305,1197.56,SSD,4.4,15.6,16,Amazon
HP,A39JBPA#UUF,Intel,Windows 11 Pro,Core i5,2,797.97,SSD,4.4,15.6,16,Amazon
Lenovo,Lenovo Ideapad 1i,Intel,Windows 11 S,Celeron N4020,72,159.0,SSD,4.5,14.0,4,Amazon
Lenovo,Lenovo Legion Slim 5,AMD,Windows 11,Ryzen 7,7,1729.0,SSD,4.0,16.0,64,Amazon
HP,HP Chromebook,Intel,Chrome OS,Celeron N3350,795,210.0,EMMC,4.5,11.6,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,1,659.77,SSD,4.4,14.0,16,Amazon
Dell,Dell Laptop,Intel,Windows 11 Pro,Core i7,0,1748.99,SSD,4.0,15.6,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19,949.0,SSD,4.3,14.0,32,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i7,5,1029.0,SSD,4.0,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19,949.0,SSD,4.3,14.0,32,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,899.0,SSD,4.3,14.0,64,Amazon
Lenovo,21KS001LUS,Intel,Windows 11 Pro,Intel Core Ultra 7,0,1849.0,SSD,4.4,16.0,32,Amazon
Lenovo,82R7,Intel,Windows 11 Pro,Core i5 Family,2,649.99,SSD,4.4,14.0,16,Amazon
HP,250 G9,Intel,Windows 11 Pro,Core i5,2,460.0,SSD,4.4,15.6,16,Amazon
Dell,"Dell 11"" Chromebook",Intel,Chrome OS,Celeron N,14,92.99,SSD,4.5,11.0,4,Amazon
ASUS,Zenbook 14 Flip,Intel,Windows 11 Home,Core i7,60,1199.99,SSD,4.4,14.0,16,Amazon
ANPCOWER,R01,Intel,Windows 11 Pro,Celeron,18,199.99,SSD,4.4,14.1,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,0,799.99,SSD,4.5,15.6,16,Amazon
HP,HP Laptop,Intel,Windows 11 S,Celeron,664,299.99,EMMC,4.4,14.0,16,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,30,699.0,SSD,4.4,16.0,24,Amazon
HP Inc.,HP Laptop 17-cn1020nr,Intel,Windows 11 Home,Core i5,29,569.99,SSD,4.4,17.0,8,Amazon
Lenovo,15,Intel,Windows 11 Home,Celeron N,57,349.0,SSD,4.2,15.6,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1139.0,SSD,4.0,16.0,32,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14,1269.0,SSD,4.0,16.0,40,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
ASUS,ASUS TUF Gaming,AMD,Windows 11 Pro,Ryzen 7,3,874.49,SSD,4.4,16.0,16,Amazon
acer,Acer Predator Series,Intel,Windows 10,Corei7-10750H,5,1599.0,SSD,4.4,15.6,32,Amazon
Dell,Inspiron,Intel,Windows 11 Pro,Intel Core i5-1135G7,30,599.0,SSD,4.4,15.6,16,Amazon
ASUS,Asus Vivobook,Intel,Windows 11 Home,Core i7,23,608.0,SSD,4.4,15.6,16,Amazon
Lenovo,ThinkPad X13 Gen 2,Intel,Windows 11 Pro,Core i5,0,664.99,SSD,4.4,13.3,16,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i7,59,225.0,SSD,4.5,13.3,16,Amazon
Maxsignage,Notebook-NJP1561P,Intel,Windows 11 Home,Celeron N,2,899.99,SSD,5.0,15.6,12,Amazon
HP,i7 11th gen,Intel,Windows 11 Home,Core i7,60,579.0,SSD,4.4,15.6,16,Amazon
Dell,Dell Inspiron 14 7440 Laptop,Intel,Windows 11 Home,Core i7 Family,1,1199.99,SSD,4.4,14.0,32,Amazon
Oemgenuine,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i5,42,799.95,SSD,4.5,15.6,16,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,999.0,SSD,4.1,16.0,40,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2,729.0,SSD,5.0,14.0,64,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1169.0,SSD,4.4,16.0,64,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
HP,Pavilion,Intel,Windows 11 Pro,Core i7,15,886.03,SSD,4.2,16.0,16,Amazon
acer,Acer Nitro V 15 Gaming Laptop,Intel,Windows 11 Pro,Core i7,0,1569.99,SSD,4.4,15.6,64,Amazon
HP,HP 17 laptop,AMD,Windows 11 S,Ryzen 3,5,369.0,SSD,4.3,17.0,8,Amazon
Lenovo,Lenovo Thinkpad,Intel,Windows 10 Pro,Core i7,62,988.77,SSD,4.3,15.6,32,Amazon
SAMSUNG,Samsung Galaxy Book 4,Intel,Windows 11,Intel Mobile CPU,4,769.0,SSD,4.5,15.6,16,Amazon
ist computers,ThinkPad E14 Gen 5,AMD,Windows 11 Pro,Ryzen 5,23,699.98,SSD,4.4,14.0,16,Amazon
Dell,DELL G15 5530 360Hz i7 RTX4060,Intel,Windows 11 Pro,Core i7,0,1199.0,SSD,4.4,15.6,32,Amazon
HP,Essiential,Intel,Windows 11,Intel Pentium MMX,0,459.99,SSD,4.4,15.6,32,Amazon
Dell,Alienware m18 R2,Intel,Windows 11 Home,Intel Core i9,0,3299.0,SSD,3.4,18.0,32,Amazon
HP,Touchscreen,Intel,Windows 11 Home,Core i3,16,499.99,SSD,4.4,15.6,40,Amazon
HP,Essiential,Intel,Windows 11 Pro,Intel Core i7,4,1149.0,SSD,4.4,15.6,64,Amazon
Lenovo,Lenovo ThinkPad T460s,Intel,"Windows 10 Professional 64 Bit, Multi-Language Support English/Spanish",Core i7,104,189.99,SSD,4.5,14.0,12,Amazon
HP,14dq0760dx,Intel,Windows 11 Home,Celeron N4020,0,279.0,EMMC,4.6,14.0,16,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,649.0,SSD,4.4,14.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19,849.0,SSD,4.4,14.0,32,Amazon
HP,HP,Intel,Windows 11,Pentium,11,369.99,SSD,4.3,14.0,16,Amazon
Lenovo,Laptop,AMD,Windows,Core i5,627,448.0,SSD,4.5,15.6,12,Amazon
SAMSUNG,Chromebook 4,Intel,Chrome OS,Celeron N4000,268,259.0,SSD,4.6,11.6,4,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Intel Core i5,88,213.41,SSD,4.5,14.0,16,Amazon
Lenovo,83DL,Intel,Windows 11 Pro,Others,0,789.99,SSD,4.3,16.0,16,Amazon
HP,TPN-C152,AMD,Windows 11 Home,AMD Ryzen 7,9,1320.68,SSD,4.4,16.1,64,Amazon
THKGRCE,NX,Intel,Windows 11 Pro,Celeron,12,1399.99,SSD,4.4,16.0,16,Amazon
Rumtuk,DQ160,Intel,Windows 11 Pro,Others,36,422.99,SSD,4.5,16.0,16,Amazon
ASUS,ROG Strix G15,AMD,Windows 11 Home,AMD Ryzen 7,246,997.0,SSD,4.1,15.6,16,Amazon
Lenovo,T460,Intel,Windows 10,Intel Core i5,650,189.0,SSD,4.4,14.0,16,Amazon
Dell,Dell XPS 15 Business Laptop,Intel,Windows 11 Pro,Core i7,124,1779.99,SSD,4.4,15.6,32,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,799.0,SSD,4.3,16.0,16,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,2,789.0,SSD,4.3,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,1319.0,SSD,4.0,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1249.0,SSD,4.0,15.6,32,Amazon
Lenovo,IdeaPad 1 15IAU7,Intel,Windows 11 Home,Core i3 Family,3,412.0,SSD,4.2,15.6,16,Amazon
Rumtuk,DQ160,Intel,Windows 11 Pro,Others,36,422.99,SSD,4.5,16.0,16,Amazon
Toughbook,CF-54 MK3,Intel,Windows 10 Pro,Core i5,12,469.0,SSD,3.7,14.0,16,Amazon
SAMSUNG,Chromebook 4,Intel,Chrome OS,Celeron N4000,268,259.0,SSD,4.6,11.6,4,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i7-8650U,183,297.99,SSD,4.6,14.0,16,Amazon
HP,Hp envy,Intel,Windows 11,Core i7,100,617.0,SSD,4.4,17.3,16,Amazon
ASUS,Chromebook Flip,Intel,Chrome OS,core_m,390,368.0,EMMC,4.3,14.0,8,Amazon
HP,HP Chromebook X360 14b,Intel,Chrome OS,Celeron,51,319.98,EMMC,4.5,14.0,4,Amazon
Dell,Latitude 14-5000 5490,Intel,Windows 10 Pro 64-Bit,Core i5,610,193.89,SSD,4.4,14.0,16,Amazon
HP,HP,Intel,Windows 11 Pro,Intel Core i7,2,319.9,SSD,4.5,14.0,32,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i5,24,158.0,SSD,4.0,14.0,8,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38,1348.0,SSD,4.0,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,889.0,SSD,4.3,15.6,32,Amazon
Lenovo,ThinkPad E15 Gen 4,Intel,Windows 11 Pro,Core i7,11,939.99,SSD,4.3,15.6,16,Amazon
Lenovo,Lenovo V15 G3 ABA,Intel,Windows 11 Home,Core i5 Family,14,529.0,SSD,4.4,15.6,16,Amazon
Dell,Latitude 9000,Intel,Windows 11 Pro,Core i5,0,1131.77,SSD,4.4,14.0,16,Amazon
MTWZMM,MTL1732N,Intel,Windows 11 Home,Celeron,55,287.79,SSD,4.4,17.3,8,Amazon
Dell,Latitude 15 5590,Intel,Windows 10 Pro,Core i5 8250U,86,198.99,SSD,4.4,15.6,8,Amazon
ASUS,Zenbook,Intel,Windows 11 Pro,Others,5,910.0,SSD,4.1,14.0,16,Amazon
HP,Essential 17,Intel,Windows 11,Core i7,4,1099.0,SSD,4.4,17.0,64,Amazon
HP,HP Envy,Intel,Windows 11 Home,Core i5,283,594.0,SSD,4.4,15.6,8,Amazon
Lenovo,T460,Intel,Windows 10,Intel Core i5,650,189.0,SSD,4.4,14.0,16,Amazon
LG,LG Gram 16,Intel,Windows 11 Home,Core i7,0,929.99,SSD,4.3,16.0,16,Amazon
HP,A39JBPA#UUF,Intel,Windows 11 Pro,Core i5,2,797.97,SSD,4.4,15.6,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
ASUS,ASUS ROG Strix Gaming Laptop,Intel,Windows 11 Pro,Intel Core i9,40,2259.9,SSD,4.3,16.0,32,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Lenovo,15ITL6,Intel,Windows 11 Pro,Core i5 Family,23,572.69,SSD,4.4,15.6,20,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Core i7-8650U,60,272.0,SSD,4.6,13.3,16,Amazon
Microsoft,Surface Pro,Intel,Windows 10 Home,Core i5,829,890.0,SSD,4.4,12.3,16,Amazon
acer,acer,Intel,Windows 11,Celeron,6,499.99,SSD,4.4,15.6,20,Amazon
HP,ENVY x360,Intel,Windows 11,Intel Core i7,1,1049.0,SSD,4.4,15.6,16,Amazon
Lenovo,IdeaPad 1 15AMN7,AMD,Windows 11 Home,Ryzen 3,14,295.0,SSD,4.4,15.6,8,Amazon
HP,ProBook 440 G10,Intel,Windows 11 Pro,Core i7,0,975.99,SSD,4.3,14.0,16,Amazon
ASUS,F1502Z,Intel,Windows 11 Pro,Core i7 Family,25,799.0,SSD,4.3,15.6,40,Amazon
HP,HP OMEN Extreme,Intel,Windows 11 Pro,Core i9,0,3299.0,SSD,4.2,16.0,96,Amazon
Lenovo,Lenovo ThinkBook 14 G7,AMD,Windows 11 Pro,Ryzen 5,0,999.0,SSD,4.3,14.0,64,Amazon
HP,laptop,AMD,Windows 11,AMD R Series,381,447.0,SSD,4.5,15.6,8,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
Lenovo, 16 G6,Intel,Windows 11 Pro,Core i7 Family,1,999.0,SSD,4.3,16.0,32,Amazon
ASUS,ASUS ROG Zephyrus,AMD,Windows 11 Home,AMD Ryzen 7,0,1049.99,SSD,4.4,14.0,16,Amazon
MSI,GE76 Raider,Intel,Windows 11 Home,Core i7 Family,154,1599.99,SSD,4.4,17.3,64,Amazon
Dell,Latitude 5000,Intel,Windows 10 Pro,Core i7,6,859.77,SSD,4.4,14.0,16,Amazon
HP,i5 11th gen,Intel,Windows 11 Home,Intel Core i5-1135G7,238,415.0,SSD,4.5,15.6,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i7,3,1058.0,SSD,4.4,15.6,16,Amazon
HP,ZBook Power G11,Intel,Windows 11 Pro,Unknown,0,1870.0,SSD,4.4,16.0,16,Amazon
SAMSUNG,Samsung Chromebook,Intel,Chrome OS,Celeron N4000,128,85.95,EMMC,4.6,11.6,4,Amazon
Lenovo,T14 Gen 1,Intel,Windows 11 Pro,Ryzen 5,6,424.99,SSD,4.8,14.0,32,Amazon
ASUS,FA707XU-MS94,AMD,Windows 11 Home,Ryzen 9,68,1319.79,SSD,4.0,17.3,16,Amazon
Lenovo,Lenovo Yoga 6 2-in-1,AMD,Windows 11,Ryzen 5,10,549.0,SSD,4.4,13.3,8,Amazon
ASUS,ASUS ZenBook Pro Duo 15,Intel,Windows 11 Pro,Core i9,36,2949.0,SSD,4.5,15.6,32,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Dell,Dell Inspiron 15 3520 Laptop,Intel,Windows 11 Home,Core i5,51,829.99,SSD,4.4,15.6,64,Amazon
ASUS,Chromebook Vibe C55 Flip,Intel,Chrome OS,Intel Core i5,79,439.99,SSD,4.2,15.6,16,Amazon
HP,14dq0760dx,Intel,Windows 11 Home,Celeron N4020,0,279.0,EMMC,4.6,14.0,16,Amazon
Dell,Latitude 15 5590,Intel,Windows 10 Pro,Core i5 8250U,86,198.99,SSD,4.4,15.6,8,Amazon
acer,acer Chromebook Plus 514 Touchscreen Laptop,Intel,Chrome OS,Celeron,0,355.0,SSD,4.3,14.0,8,Amazon
Lenovo,IdeaPad 3 15ITL6,Intel,Windows 11 Home,Core i3,28,429.98,SSD,4.5,15.6,16,Amazon
acer,Chromebook Spin,Intel,Chrome OS,Intel Core i5,10,549.9,SSD,4.4,14.0,8,Amazon
HP,ZBook Power G10 A,AMD,Windows 11 Pro,AMD R Series,0,1425.0,SSD,4.4,15.6,64,Amazon
HP,EliteBook 845 G8,AMD,Windows 10 Pro,Ryzen 5,4,399.99,SSD,4.3,14.0,16,Amazon
ist computers,m16 R2,Intel,Windows 11 Home,Core i7 Family,5,1949.99,SSD,4.4,16.0,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,849.0,SSD,4.3,15.6,16,Amazon
Oemgenuine,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i5,42,799.95,SSD,4.5,15.6,16,Amazon
HP,14dq0760dx,Intel,Windows 11 Home,Celeron N4020,0,279.0,EMMC,4.6,14.0,16,Amazon
hp,HP EliteBook,Intel,Windows 10,Core i5,15,129.99,SSD,4.5,14.0,8,Amazon
LG,LG Gram 16,Intel,Windows 11 Home,Core i7,0,929.99,SSD,4.3,16.0,16,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Core i7 Family,0,1419.99,SSD,4.0,14.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19,849.0,SSD,4.4,14.0,32,Amazon
Lenovo,Lenovo Legion Pro 7i Laptop,Intel,Windows 11 Pro,Intel Core i9,109,3259.99,SSD,4.2,16.0,64,Amazon
Lenovo,Yoga 9i,Intel,Windows 11 Home,Core i7,0,1349.99,SSD,4.3,14.0,16,Amazon
HP,HP 15,AMD,Windows 11,Ryzen 3 3250U,0,499.0,SSD,4.4,15.0,16,Amazon
Lenovo,21JT,AMD,Windows 11 Pro,Ryzen 7,17,799.0,SSD,4.5,16.0,40,Amazon
ASUS,Vivobook 15,Intel,Windows 11 Pro,Intel Core i9,0,1329.0,SSD,4.0,15.6,48,Amazon
Lenovo,2023 Lenovo IdeaPad Flex 3i Chromebook,Intel,Chrome OS,Pentium Other,27,349.13,EMMC,4.5,15.6,8,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,749.0,SSD,4.3,14.0,32,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,22,899.0,SSD,4.3,16.0,24,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
